POSTCODE,LON,LAT
01500,-46.4457833,-23.8978383
01501,-46.6353742,-23.5515409
01502,-46.6369628,-23.5579909
01503,-46.6349566,-23.5537262
01504,-46.6393759,-23.5647363
01505,-46.632491,-23.555456
01506,-46.6348505,-23.559731
01507,-46.6334285,-23.5582285
01508,-46.6334511,-23.5602597
01509,-46.6359464,-23.5671568
01510,-46.633746,-23.5592253
01511,-46.632785,-23.559142
01512,-46.630684,-23.55401
01513,-46.6305056,-23.5570398
01514,-46.6280753,-23.5539329
01515,-46.6110241,-23.5621709
01516,-46.6185037,-23.5577474
01517,-46.6238032,-23.55940475
01518,-46.6228995,-23.5589505
01519,-46.6287433,-23.5616806
01520,-46.620573,-23.5588546
01521,-46.6225535,-23.5609005
01522,-46.617219,-23.5628495
01523,-46.619086,-23.56374
01524,-46.6180564,-23.5666706
01525,-46.6338419,-23.5626803
01526,-46.6306396,-23.5661974
01527,-46.6264825,-23.562977
01528,-46.6254517,-23.5644678
01529,-46.6340335,-23.567268
01530,-46.631026,-23.5691915
01531,-46.6331698,-23.5708533
01532,-46.6361215,-23.5695445
01533,-46.6387371,-23.5701742
01534,-46.625578,-23.5666306
01535,-46.625311,-23.5707175
01536,-46.6234182,-23.5683217
01537,-46.6215575,-23.5672445
01538,-46.6221205,-23.5699485
01539,-46.6207935,-23.5701565
01540,-46.6212985,-23.567933
01541,-46.6190599,-23.5675286
01542,-46.6203315,-23.5708096
01543,-46.6240025,-23.575085
01544,-46.6248385,-23.576906
01545,-46.623202,-23.5782425
01546,-46.6220926,-23.579639
01547,-46.6219585,-23.5821625
01548,-46.6128155,-23.578808
01549,-46.6151302,-23.5748998
01550,-46.6154868,-23.5721329
01551,-46.6129447,-23.5719961
01552,-46.611196,-23.571346
01553,-46.6080325,-23.571991
01555,-46.691435,-23.582719
01570,-50.5989467,-20.194725
01580,-49.018585,-21.2011383
01599,-48.3367383,-21.5732033
01600,-50.57880415,-21.1390083
01601,-50.50664,-21.19725
01610,-50.6745917,-20.9705383
01618,-48.5177033,-22.87919
01620,-50.3536933,-21.3843967
01640,-49.6405667,-21.507397500000003
01642,-49.6413983,-21.5132292
01680,-48.794035,-22.72421
01700,-47.8917508,-23.32309835
01711,-49.2087617,-22.2219867
01715,-43.267100850000006,-22.9161117
01720,-48.639805800000005,-22.2282067
01735,-49.06469915,-22.35367085
01750,-49.918912500000005,-22.29882085
01760,-50.4980167,-21.9293717
01800,-47.524905,-23.5534617
01803,-47.077465,-23.5560983
01810,-47.1041283,-23.5918283
01811,-46.3862509,-23.4803099
01813,-47.0770683,-23.60426335
01814,-47.0319767,-23.551
01818,-46.6247474,-23.5586082
01820,-48.019215,-23.63784585
01821,-48.30533915,-23.59815585
01827,-47.80253915,-23.3874567
01830,-48.1166983,-24.0238317
01840,-46.98906415,-22.2040375
01860,-48.3086133,-22.8335117
01868,-48.73006,-22.6173617
01870,-48.7798517,-23.1539467
01900,-51.35515415,-22.1177217
01910,-51.3931967,-22.0787725
01924,-46.6377433,-23.077595
01933,-46.635862,-23.5395166
01942,-46.6400164,-23.5450278
01947,-46.5688983,-23.142785
01952,-46.57318415,-23.102622500000003
01970,-46.71695335,-22.438805
01980,-50.4385775,-22.53699665
01990,-49.8797631,-23.0559925
01993,-46.7369204,-23.4536856
01999,-46.5738249,-23.5711436
02000,-46.5951965,-23.4695775
02007,-46.6253355,-23.487059
02010,-46.6262477,-23.5134114
02011,-46.6325397,-23.4796659
02012,-46.6300231,-23.5136268
02013,-46.626767,-23.5026475
02016,-46.6272558,-23.5033067
02017,-46.6268629,-23.5002815
02018,-46.6265035,-23.4992025
02019,-46.6284929,-23.497852
02020,-46.6322275,-23.4984672
02021,-46.6329154,-23.49797
02022,-46.6389159,-23.5050081
02025,-43.2028308,-22.92195085
02026,-43.2177417,-22.9274083
02027,-46.703732,-23.4996914
02028,-46.6192154,-23.5096521
02029,-46.6190448,-23.5101398
02030,-46.6247766,-23.510668
02031,-46.625151,-23.5127335
02032,-46.6239783,-23.5128727
02033,-46.6168485,-23.5021262
02034,-46.6236526,-23.504737
02035,-46.621837,-23.503977
02036,-46.6211868,-23.502876
02037,-46.622881,-23.4999305
02038,-46.6227125,-23.4978874
02039,-46.6214183,-23.4942152
02040,-46.6227902,-23.4913784
02041,-46.6184228,-23.492074
02042,-46.6156276,-23.4958189
02043,-46.6131615,-23.4920025
02044,-46.6181484,-23.4966458
02045,-46.616006,-23.4984768
02046,-46.611353,-23.499565
02047,-46.6200733,-23.5168941
02049,-46.6154815,-23.5095043
02050,-46.6125985,-23.51448
02051,-46.6108122,-23.51636085
02052,-46.60931505,-23.51574185
02053,-46.6062389,-23.5192026
02054,-46.6070619,-23.5160586
02055,-46.6103167,-23.5130727
02056,-46.6036547,-23.5110677
02059,-46.605238,-23.510566
02060,-46.6036123,-23.5188956
02063,-46.5778919,-23.5256682
02064,-46.6016549,-23.514792
02065,-46.6053191,-23.508205500000003
02066,-46.6077205,-23.506708
02067,-46.6074725,-23.505365
02068,-46.6115484,-23.5046241
02069,-46.6123628,-23.505395
02070,-46.6180259,-23.5074396
02071,-46.6119545,-23.5018931
02072,-46.6087391,-23.4999421
02073,-46.6066195,-23.5018579
02074,-46.60624584999999,-23.5033362
02075,-46.603012,-23.506033
02076,-46.5992493,-23.5029045
02077,-46.5973278,-23.5016388
02078,-46.595713,-23.502925
02079,-46.6065673,-23.4984759
02080,-46.6084168,-23.4972096
02081,-46.6067962,-23.4956541
02082,-46.6087149,-23.4950014
02083,-46.5974312,-23.4949147
02084,-46.6007007,-23.495907
02085,-46.6140147,-23.499882
02091,-43.232925,-22.8903667
02092,-43.2319264,-22.8979455
02095,-43.2640017,-22.9055433
02101,-46.5647168,-23.4919669
02102,-46.5909885,-23.5098253
02104,-43.2439688,-22.8612836
02105,-43.2596786,-22.8777517
02107,-43.2914931,-22.8495709
02108,-46.565818,-23.5172065
02110,-46.5951148,-23.513211
02111,-46.5922872,-23.517215
02112,-46.5923947,-23.5199895
02113,-46.58692845,-23.5156064
02114,-46.591474,-23.5224655
02115,-46.5905261,-23.5236885
02116,-46.5887136,-23.524256
02117,-46.5932748,-23.5203034
02118,-46.5913694,-23.5160238
02119,-46.5904178,-23.5147528
02120,-46.593087,-23.51106
02121,-46.5918389,-23.5130446
02122,-46.5893452,-23.5098319
02123,-46.5805579,-23.5140022
02124,-46.5804681,-23.5099152
02125,-46.5862222,-23.5115794
02126,-46.5919309,-23.5038574
02127,-46.588029,-23.5072729
02128,-46.5932111,-23.5069933
02129,-46.5892117,-23.5024618
02130,-46.5849343,-23.5082994
02131,-46.5827385,-23.5053447
02132,-46.5790126,-23.502098
02133,-46.5834055,-23.4968113
02134,-46.5859527,-23.497917
02135,-46.5897391,-23.4990601
02136,-46.5819952,-23.4973003
02137,-46.5779451,-23.4971436
02138,-46.574346,-23.4891609
02139,-46.573051,-23.4947345
02140,-46.5723932,-23.4901355
02141,-46.56744,-23.4893855
02142,-46.576363,-23.51051
02143,-46.5751465,-23.5084261
02144,-46.5707786,-23.5032044
02145,-46.5694215,-23.501856
02146,-46.568755,-23.4997065
02147,-46.5660288,-23.4993962
02148,-46.5774371,-23.5113869
02150,-46.5693632,-23.4948601
02151,-46.573185,-23.492847
02152,-46.571798,-23.495692
02154,-43.3396967,-22.85487
02161,-46.572069,-23.4944537
02163,-46.5738948,-23.4620234
02165,-46.57446075,-23.5102335
02166,-46.5845748,-23.5255156
02167,-46.567175,-23.5148665
02168,-46.5794141,-23.5202634
02169,-46.5767325,-23.5202815
02170,-46.5828016,-23.5254081
02171,-46.5618747,-23.5167657
