POSTCODE,LON,LAT
08277,-48.0700033,-7.32736
08278,-48.086825,-7.279935
08280,-46.46944,-23.556943
08281,-48.1367433,-7.2059683
08285,-46.4750132,-23.5555246
08290,-46.4516634,-23.551756
08291,-46.4485505,-23.6382765
08295,-46.4620108,-23.5492571
08299,-46.4482706,-23.5521924
08300,-49.2568267,-25.60546
08301,-46.4210127,-23.6194328
08310,-46.4620175,-23.6332204
08311,-46.4643521,-23.6298131
08320,-46.476009,-23.6251201
08322,-49.181143,-25.46307
08323,-46.4625797,-23.6150146
08326,-48.5341152,-25.5255632
08328,-46.4375909,-23.5919586
08329,-46.4787604,-23.6244412
08330,-46.4740282,-23.6142579
08331,-46.4722002,-23.6105388
08332,-49.1779296,-25.4327655
08333,-49.09145,-25.5128117
08335,-46.4644153,-23.518914
08339,-46.4675173,-23.6188033
08340,-46.4512696,-23.6133686
08341,-46.453439,-23.6035979
08342,-46.4436667,-23.605381
08343,-46.4473074,-23.6076663
08344,-46.4468521,-23.6085699
08345,-46.4465867,-23.6112056
08346,-46.4430035,-23.618958
08350,-48.8289,-27.0971183
08353,-49.346015,-25.2386883
08360,-49.5819683,-25.4869517
08364,-49.6114067,-25.3038667
08370,-46.4521921,-23.5974989
08371,-46.4492575,-23.596632
08372,-46.4358923,-23.6004849
08373,-46.4336934,-23.6139073
08375,-46.4691165,-23.5996836
08379,-46.4356451,-23.5942219
08380,-46.4331343,-23.6059969
08381,-46.438084,-23.5907182
08382,-49.2581217,-25.70780335
08383,-46.4152458,-23.6136257
08385,-46.4151972,-23.592147
08386,-46.3074938,-23.5275169
08389,-46.467445,-23.6200991
08390,-46.4432347,-23.6323436
08391,-46.4417245,-23.637839
08393,-46.4562058,-23.6205153
08394,-46.2986845,-23.5020809
08395,-46.4572445,-23.6241955
08400,-46.415932,-23.5356606
08401,-50.0900867,-25.3021567
08406,-50.2008592,-25.0907135
08409,-46.4018145,-23.7261143
08410,-46.4178461,-23.5505134
08411,-46.4131532,-23.5536296
08412,-46.4068992,-23.5527311
08416,-46.4172413,-23.5238353
08420,-46.4251365,-23.5421615
08421,-46.4226398,-23.5592635
08426,-50.661212500000005,-24.2853267
08427,-50.66850165,-24.3774583
08430,-46.4231041,-23.5252961
08431,-46.4176693,-23.5337371
08432,-46.4198481,-23.5229117
08433,-46.3903282,-23.6693892
08440,-46.4145063,-23.531919
08441,-46.4042217,-23.5307308
08442,-46.4236146,-23.5482526
08445,-46.4095306,-23.5415193
08449,-46.4077663,-23.5286347
08450,-46.3977757,-23.54032505
08451,-46.3919299,-23.5425168
08452,-46.3954932,-23.5385166
08453,-46.3947939,-23.5272938
08456,-46.4097193,-23.5408494
08457,-46.426345,-23.5525075
08460,-46.3981909,-23.5493199
08461,-46.4075122,-23.5512656
08464,-46.4041119,-23.5477012
08465,-46.3949005,-23.5662165
08469,-46.4057396,-23.5497283
08470,-46.3952345,-23.573083
08471,-46.405606,-23.5947755
08472,-46.400366,-23.573168
08473,-46.3943377,-23.5800005
08474,-46.4031605,-23.5801084
08475,-46.3918295,-23.5820864
08476,-46.3881245,-23.5793613
08480,-46.4119337,-23.5346676
08481,-46.4172655,-23.537799
08484,-46.4136605,-23.5906881
08485,-46.4108107,-23.5920878
08490,-46.4011124,-23.5684405
08500,-46.3953933,-23.6070083
08509,-46.351664150000005,-23.5696067
08511,-46.3557667,-23.570375
08512,-46.7356382,-23.6558906
08513,-46.36325085,-23.57874
08514,-46.3645075,-23.57211
08515,-46.3729683,-23.574935
08517,-46.3720117,-23.56977
08522,-47.937385,-16.40961335
08527,-46.3740517,-23.57018415
08530,-52.35553835,-25.4065942
08535,-52.35493585,-25.37828835
08540,-49.2519164,-25.386553
08541,-46.3907083,-23.5429915
08542,-46.3681702,-23.5117044
08545,-46.400783,-23.5275907
08550,-46.3407792,-23.5264868
08551,-46.3447398,-23.5198848
08552,-46.3509983,-23.5277618
08553,-46.363067,-23.5265492
08554,-46.3591287,-23.5186726
08555,-46.3595408,-23.5117776
08556,-46.3519863,-23.5121208
08557,-46.3455862,-23.511205
08558,-46.3350551,-23.507501
08559,-46.3377328,-23.5161659
08560,-46.3375382,-23.5289001
08561,-46.3381384,-23.5251434
08562,-46.3482219,-23.5282913
08563,-46.3551799,-23.532353
08564,-46.3532329,-23.5353929
08565,-46.3452939,-23.535985
08566,-46.347838,-23.5382963
08567,-46.348088,-23.5494259
08568,-46.354139,-23.554782
08580,-53.40913085,-24.8707517
08582,-46.3941911,-23.528774
08583,-46.3798917,-23.434015
08585,-46.414251,-23.590977
08590,-53.8375717,-24.6309633
08600,-46.3086383,-23.64643
08601,-51.11525585,-23.4929292
08610,-46.3026863,-23.5401082
08612,-51.18872,-23.6081983
08613,-46.2916607,-23.5410115
08615,-46.292041,-23.550475
08616,-46.2935196,-23.5585227
08618,-51.3574867,-23.169305
08619,-51.415385,-23.61368
08620,-46.3137488,-23.6124429
08621,-46.28559,-23.6270883
08622,-46.2953985,-23.6404294
08625,-46.3119391,-23.6396261
08630,-46.334509,-23.6588112
08633,-46.309809,-23.6602225
08634,-46.31946085,-23.678371650000003
08635,-46.3359785,-23.6710325
08640,-46.3158968,-23.6209348
08645,-46.3350898,-23.6293485
08650,-46.3375168,-23.5737201
08653,-46.3185736,-23.606468
08655,-46.3025712,-23.6045301
08656,-46.304052,-23.5954726
08660,-46.3250095,-23.5636855
08663,-46.3310963,-23.5595937
08664,-46.3221512,-23.5606733
08665,-46.3166145,-23.5555485
08666,-46.3083219,-23.5782733
08669,-49.314365,-25.3167767
08670,-46.332154,-23.5448965
08671,-46.33154335,-23.5916408
08672,-46.327483,-23.5287395
08673,-46.3157381,-23.5422635
08674,-46.3095635,-23.5384075
08675,-46.3104195,-23.5490734
08676,-46.306766,-23.5438345
08680,-46.3215402,-23.5330355
08681,-51.4328733,-23.68392
08683,-46.310563,-23.5268645
08685,-46.3050465,-23.5271805
08686,-46.287118,-23.5347092
08690,-46.3156145,-23.499587
08692,-46.32033,-23.4934315
08693,-46.3052631,-23.5010035
08694,-46.297204,-23.5134365
08695,-46.2757983,-23.48816565
08696,-46.2876319,-23.5122809
08700,-46.2292442,-23.52981
08703,-48.220225,-7.2797567
08707,-48.0707017,-7.325575
08708,-48.07059,-7.325185
08710,-46.227735,-23.5112133
08722,-52.6502767,-23.11424
08725,-46.1781883,-23.573985
08726,-48.1852883,-7.3425567
08730,-52.532765,-24.1036083
08731,-46.450306,-23.5988573
08742,-46.17265915,-23.55312
08750,-46.2612333,-23.522525
08760,-46.33173,-23.54014
08761,-46.336785000000006,-23.591990000000003
08763,-46.3204825,-23.535428
08770,-46.4586901,-23.4845564
08771,-46.4569968,-23.4839311
08772,-46.4570489,-23.4843508
08774,-48.228045,-7.2867317
08775,-46.202485800000005,-23.5091025
08780,-46.1510917,-23.5626533
08790,-46.16646,-23.5485967
08800,-48.4227722,-27.3957922
08802,-48.6684916,-26.9184787
08806,-48.4299367,-27.5852967
08811,-48.6039294,-27.5849038
08813,-48.7101133,-27.659955
08818,-46.407078,-23.4874141
08819,-49.4167467,-28.6403817
08820,-46.14079,-23.53879085
08823,-53.2472642,-24.9263975
08825,-46.4609921,-23.5297912
08830,-48.79953585,-26.981089150000003
08833,-48.84986835,-27.0302217
08841,-46.4011401,-23.5317185
08850,-50.31673,-28.1138383
08854,-48.09162,-7.2735467
08864,-46.326478,-23.554048
08875,-48.2243083,-7.2802533
08876,-48.2309183,-7.280615
08878,-48.2115983,-7.2374583
08880,-49.4428095,-28.6468005
08881,-49.4068183,-28.6514133
08888,-46.4059239,-23.5273737
08900,-46.0398601,-23.4157291
08901,-49.0467292,-26.9227733
08902,-48.1465783,-7.1876317
08904,-49.1342183,-26.9452683
08915,-49.0387783,-26.9310383
08920,-48.930325,-26.30513915
08924,-54.5117081,-25.479125
08925,-49.1658342,-26.4989167
08926,-49.1820867,-26.4376383
08929,-49.4338483,-26.25082
08940,-46.0415041,-23.573294
08941,-48.1009733,-7.1859417
08954,-48.1165917,-7.26799
08960,-46.3119645,-23.499472
08961,-46.4633265,-23.5037185
08964,-46.2916462,-23.5145114
08970,-45.8488574,-23.5320797
08980,-52.5892408,-27.1197
08981,-46.4117191,-23.4802489
08986,-52.7139517,-27.2180517
08993,-46.3058065,-23.49696
08998,-52.7683283,-27.0144833
09000,-46.4169796,-23.6874474
09041,-46.51776335,-23.70630835
09054,-48.11866,-7.1966367
09070,-46.5303433,-23.7545675
09080,-46.4418936,-23.6373234
09099,-46.7634377,-23.9140739
09130,-46.4520855,-23.66699
09132,-46.4962967,-23.71374
09140,-50.9090633,-29.0485917
09145,-46.611604,-23.6581416
09147,-48.213885,-7.24408
09163,-46.444372,-23.6367949
09171,-46.5173517,-23.706645
09181,-48.064745,-7.320945
09197,-48.0984433,-7.31723835
09209,-48.1136567,-7.194635
09238,-48.14128,-7.2141883
09240,-46.4384475,-23.6724185
09280,-46.5763283,-23.76941
09281,-46.5820004,-23.4551431
09297,-46.53174,-23.7534483
09300,-46.4301249,-23.6597587
09301,-46.4455049,-23.6711043
09310,-46.451908,-23.6664991
09311,-46.450199,-23.6783005
09312,-46.445714,-23.6696705
09320,-46.443608,-23.6655285
09321,-46.4387765,-23.6520193
09322,-46.4282724,-23.653114
09324,-46.6355375,-23.651114
09330,-46.422156,-23.6530495
09331,-46.419182,-23.6734395
09332,-46.4152863,-23.6605075
09333,-46.4211764,-23.648517
09334,-46.4092721,-23.6666862
09335,-46.415724,-23.6613725
09336,-46.401806,-23.6600413
09337,-46.462018,-23.6785785
09340,-46.4333328,-23.6685399
09341,-46.416481,-23.677433
09349,-46.43719,-23.668546
09350,-46.4398076,-23.6721797
09351,-46.4482484,-23.6870826
09360,-46.4570249,-23.6917267
09361,-46.4627296,-23.6897485
09362,-46.4814284,-23.6074055
09369,-46.456048,-23.6811865
09370,-46.4595625,-23.675348
09371,-46.4706485,-23.670835
09372,-46.463393,-23.6994672
09380,-46.470316,-23.6621115
09381,-46.466673,-23.6553413
09390,-46.462488,-23.66608
09391,-46.4460984,-23.64922
09392,-46.4543025,-23.652903
09393,-46.4774291,-23.6104764
09394,-46.4473008,-23.6412884
09397,-48.0923483,-7.17157
09398,-48.0903983,-7.1696
09399,-46.456977,-23.6470075
09400,-46.418584,-23.7090485
09401,-46.411616,-23.70387675
09402,-46.4094128,-23.7079574
09403,-46.4282057,-23.6980975
09404,-46.4151127,-23.6852121
09405,-46.3966105,-23.702413
09406,-46.4053945,-23.7107505
09407,-46.3951304,-23.7056986
09410,-46.3831206,-23.7059432
09411,-46.3942145,-23.715494
09412,-46.4090004,-23.7283848
09414,-46.4478581,-23.7397635
09415,-46.4298034,-23.7316063
09416,-46.44201115,-23.7352018
09420,-46.412529,-23.717449
09421,-46.4188477,-23.7214982
09422,-46.4252514,-23.7231011
09423,-46.4223431,-23.7180762
09424,-46.4152092,-23.7150875
09425,-46.423348,-23.707402
09426,-46.432098,-23.7050835
09430,-46.3489255,-23.673602
09431,-46.3957054,-23.6956724
09432,-46.39763955,-23.6827109
09433,-46.3849498,-23.6654767
09434,-46.5550659,-23.5746889
09435,-46.3733095,-23.6548887
09436,-46.3739097,-23.6509838
09440,-46.3967535,-23.6998855
09441,-46.3804172,-23.6883642
09442,-46.3382034,-23.6839272
09443,-46.355112,-23.6842275
09444,-46.3533276,-23.6809671
09445,-46.3527068,-23.7056493
09450,-46.3974585,-23.7459999
09452,-46.435444,-23.721967
09472,-46.5598903,-23.6430554
09475,-50.9940417,-30.3453383
09490,-46.4085045,-23.5694455
09491,-46.4104919,-23.7060239
09492,-46.414126,-23.7057135
09496,-46.3995225,-23.7092824
09497,-46.3964563,-23.7050789
09500,-46.412232,-23.7331005
09501,-51.15838585,-29.2184733
09502,-51.131685,-29.12686
09510,-46.5736385,-23.6133005
09512,-51.0252517,-29.1306167
09513,-48.1555783,-7.2524633
09514,-50.9868867,-28.9344567
09516,-46.4578605,-23.7427505
09520,-46.567827,-23.6142995
09521,-46.5755876,-23.6085615
09530,-46.576339,-23.6125455
09531,-46.5703855,-23.6206075
09540,-46.5702307,-23.6281045
09541,-46.5723614,-23.6210705
09550,-46.5538801,-23.617404
09551,-46.5532285,-23.6222125
09557,-46.5603698,-23.6331196
09558,-46.7915424,-23.5802301
09560,-46.5582384,-23.6396345
09561,-46.5564372,-23.6355409
09562,-46.5544886,-23.6370815
09569,-46.5513476,-23.629388
09570,-46.556986,-23.62809825
09571,-46.5650559,-23.6326298
09572,-46.5601064,-23.640385
09574,-46.566803,-23.6430245
09577,-46.7533111,-23.6338024
09580,-46.5680115,-23.639085
09581,-46.5754025,-23.6283915
09589,-48.1419217,-7.3035183
09600,-46.5750017,-23.6723125
09605,-51.0958815,-29.7543299
09610,-52.53321,-31.397515
09611,-52.409185,-31.64730665
09615,-52.4916533,-31.4745117
09640,-54.4851633,-31.5276133
09650,-53.0566117,-29.8482717
09660,-52.53529585,-31.39824085
09665,-46.4754772,-23.6010743
09680,-52.34119,-29.6716483
09688,-46.5995567,-23.669725
09689,-52.4459633,-29.4543667
09691,-46.5976117,-23.665925
09700,-46.5367692,-23.7367142
09707,-53.784165,-29.7654933
09710,-53.7812517,-29.7663717
09717,-53.70189,-29.7571967
09725,-46.538155,-23.745515
09731,-46.6585375,-23.6062805
09750,-57.1098383,-29.8890033
09751,-46.54648335,-23.68434
09754,-55.4890367,-29.7082467
09757,-55.2033,-30.5346733
09760,-46.5289783,-23.7034183
09761,-46.5278942,-23.70769415
09762,-46.5208617,-23.7126867
09764,-46.5305525,-23.70411
09765,-46.5230125,-23.71084585
09771,-46.53052915,-23.710505
09780,-46.5284333,-23.709545
09781,-46.53883,-23.729075
09782,-46.533555,-23.7292783
09783,-46.52577085,-23.7267825
09784,-46.52811,-23.7178
09785,-46.5269167,-23.7111375
09787,-46.5301,-23.7126117
09790,-46.5314817,-23.7540883
09791,-46.5392367,-23.7397733
09792,-46.5301967,-23.75631665
09800,-54.22223665,-28.289415
09805,-53.25649,-28.6844983
09810,-53.4222533,-28.7227117
09830,-46.4634595,-23.65159
09831,-46.4663068,-23.6555
09832,-46.554155,-23.7675083
09838,-46.433827,-23.602958
09840,-46.5745983,-23.749895
09842,-46.5765817,-23.7501233
09843,-46.6000558,-23.77225335
09844,-46.5780342,-23.7573008
09846,-46.7100646,-23.8541965
09847,-46.580685,-23.7720117
09850,-46.63082915,-23.746935800000003
09857,-46.5254117,-23.712005
09878,-47.8821783,-16.38009
09880,-54.3828367,-28.2812167
09890,-46.5731312,-23.564228
09893,-46.73246915,-23.8743667
09902,-46.724138,-23.4301939
09904,-52.4384759,-28.2546771
09910,-46.6325867,-23.6930781
09931,-46.4524315,-23.673496
09938,-46.477141,-23.6315225
09971,-46.5278617,-23.719375
09973,-46.623003,-23.715412
09980,-46.6243081,-23.7048574
09987,-51.0577358,-29.9263336
09988,-46.9520438,-23.5461101
09990,-46.7564687,-23.68661125
09999,-46.7609044,-23.6940293
10000,-38.5937615,-3.8160426
10010,-46.326112,-23.93255
10055,-46.3300405,-23.9619805
10101,-40.3534627,-20.4321537
10202,-48.0258265,-23.5888265
10300,-48.3513466,-24.0019805
10302,-52.4222896,-25.413616
10304,-48.341938,-23.9842745
10330,-43.9547059,-19.8204551
10370,-47.3669617,-22.3676642
10401,-49.7460623,-21.6607567
11000,-46.7022335,-23.4597403
11001,-46.326678,-23.9466085
11010,-46.3287203,-23.9332373
11013,-46.3195902,-23.9365095
11014,-46.3159644,-23.9612809
11015,-46.3211995,-23.939873
11020,-46.3123735,-23.9642865
11025,-46.299585,-23.9775275
11030,-46.3008785,-23.9818005
11031,-46.3353165,-23.94021
11034,-46.300821,-23.978492
11035,-46.3078461,-23.9829551
11040,-46.3149805,-23.9774579
11045,-46.322683,-23.955381
11050,-46.3255005,-23.957978
11055,-46.3286613,-23.964212
11057,-46.3451855,-23.963103
11060,-46.3310975,-23.9516165
11065,-46.338029,-23.957664
11070,-46.3453165,-23.9532505
11071,-46.343209,-23.9350045
11073,-46.331186,-23.9364325
11075,-46.3419381,-23.9505426
11076,-46.338725,-23.959265
11080,-46.3495694,-23.9438855
11081,-46.3449593,-23.9392359
11082,-46.3385356,-23.9387261
11085,-46.3653595,-23.944545
11086,-46.374326,-23.9424715
11087,-46.3812041,-23.9463994
11088,-46.3830345,-23.9380269
11089,-46.372244,-23.941861
11090,-46.371391,-23.93497
11095,-46.3813515,-23.927422
11099,-46.3793247,-23.9356479
11100,-46.193892,-23.8862625
11111,-43.4900188,-21.7097424
11144,-43.5001086,-22.8783164
11171,-46.5970023,-24.0789892
11173,-46.5213715,-24.027217
11211,-45.8989811,-23.1560219
11214,-45.917075,-23.159414
11220,-46.3821461,-23.9696146
11222,-42.7989356,-5.0519868
11234,-45.4273615,-23.621696
11235,-45.903758,-23.2296865
11236,-45.8989955,-23.2477485
11242,-45.9074265,-23.207688
11243,-45.901251,-23.208002
11250,-46.061837,-23.8091567
11284,-45.7055487,-23.1143289
11295,-46.582386,-23.1317158
11300,-46.4679972,-23.9882492
11301,-46.383963,-23.9533645
11302,-46.383773,-23.955983
11304,-46.480916,-24.0253435
11310,-46.3861395,-23.9677205
11320,-46.3780905,-23.9673475
11321,-46.3647649,-23.9699444
11322,-46.37124,-23.9703545
11325,-46.795025,-22.9338583
11330,-46.402948,-23.9660575
11335,-46.407305,-23.966199
11337,-46.385848,-23.957966
11340,-46.3987554,-23.9593727
11345,-46.4761639,-23.9926046
11346,-46.4837745,-23.985412
11347,-46.4764125,-23.977685
11348,-46.4565334,-23.9554835
11349,-46.4604339,-23.9492417
11350,-46.4136969,-23.9475765
11355,-46.409575,-23.9461225
11360,-46.397631,-23.9549725
11365,-46.393688,-23.946936
11370,-46.3743048,-23.9534957
11372,-46.394514,-23.961119
11380,-46.3728603,-23.9633112
11390,-46.3771865,-23.965389
11400,-46.3928533,-23.9408236
11407,-46.480466,-24.0281405
11419,-46.464496,-24.015302
11420,-46.2965625,-24.0051475
11425,-46.4187175,-23.9975315
11438,-46.449979,-23.9570615
11440,-46.203495,-23.984465
11500,-46.4222253,-23.9201518
11510,-46.4205636,-23.8885359
11515,-46.4328455,-23.891748
11520,-46.4251981,-23.893371
11523,-46.424168,-23.902345
11525,-46.4258018,-23.9005701
11533,-46.4075326,-23.9248912
11535,-46.4209731,-23.9202782
11538,-46.4338049,-23.8987183
11539,-46.4236824,-23.909912
11540,-46.4398583,-23.89849
11543,-46.4564683,-23.882795
11547,-46.4600733,-23.8813067
11550,-46.4276368,-23.8791217
11552,-45.3788235,-23.624297
11555,-46.4496475,-23.880121
11562,-45.388408,-23.618409
11571,-45.4332245,-23.632129
11600,-45.4599385,-23.774443
11604,-45.109688,-22.7308968
11620,-50.3208621,-21.271107
11630,-45.3413933,-23.9136167
11652,-45.377386,-23.6231225
11660,-45.4242915,-23.6111782
11661,-45.399549,-23.6222846
11662,-45.387115,-23.623515
11663,-45.374907,-23.6077825
11664,-45.392202,-23.6115455
11665,-45.42516,-23.6445005
11666,-45.439615,-23.66979925
11667,-45.4346658,-23.6902737
11668,-45.4417985,-23.7152385
11669,-45.4409036,-23.7050595
11670,-45.4459105,-23.6776091
11671,-45.452169,-23.6786806
11672,-45.4413175,-23.662902
11673,-45.437166,-23.635085
11674,-45.4310376,-23.6359108
11675,-45.4285082,-23.6208443
11676,-45.3666395,-23.5941791
11677,-45.3357175,-23.5787285
11678,-45.343157,-23.591792
11679,-45.2772535,-23.5686656
11680,-45.074625,-23.4545675
11689,-45.2751935,-23.5763815
11690,-45.4491168,-23.7038829
11700,-46.47035,-24.0121455
11701,-46.414411,-24.011109
11702,-46.441959,-24.013898
11703,-46.4522045,-24.0210675
11704,-46.465592,-24.0247235
11705,-46.4880945,-24.02915
11706,-46.5248326,-24.0454105
11707,-46.5437905,-24.0547185
11708,-46.5509495,-24.0569585
11709,-46.579663,-24.072818
11710,-46.5946595,-24.0748135
11711,-46.569084,-24.0641665
11712,-46.5317345,-24.0410575
11713,-46.5217874,-24.0369226
11714,-46.5123414,-24.0297785
11717,-46.5026205,-24.028178
11718,-46.4876982,-24.0183675
11719,-46.4650475,-24.01343
11720,-46.458895,-24.0078005
11721,-46.4418841,-24.0095748
11722,-46.4502775,-23.9974545
11723,-46.447485,-24.0047795
11724,-46.4190542,-24.0010445
11725,-46.421977,-24.0006915
11730,-46.6697821,-24.1141623
11740,-46.8144496,-24.183276
11750,-46.9901352,-24.3034366
11756,-46.3436635,-23.9630644
11760,-47.1366905,-24.2913022
11765,-45.4280719,-23.6202722
11790,-47.2392075,-24.2784888
11796,-46.5251506,-24.047043
11798,-46.57109,-24.069341
11800,-47.635532,-24.3141561
11805,-46.36019915,-23.94080585
11813,-47.1320315,-23.5174554
11850,-47.4467779,-24.2818054
11880,-45.441172,-23.7096025
11900,-47.8439141,-24.4952866
11910,-47.9284663,-24.3826333
11920,-47.5615285,-24.706026
11925,-47.5383507,-24.7344034
11930,-47.8809042,-24.7143487
11940,-48.0093719,-24.7050223
11950,-48.1115596,-24.7295632
11951,-46.589549,-23.1320795
11955,-48.5023019,-24.798025
11960,-48.1135134,-24.52602195
11975,-46.3313625,-23.944596
11986,-46.3704181,-23.9450928
11989,-46.369252,-23.944977
11990,-47.9349313,-25.0097409
12000,-47.6353383,-22.7489833
12012,-50.4019425,-21.2160885
12036,-46.621187,-23.499589
12037,-46.6217289,-23.4998896
12045,-45.6330983,-23.0421967
12062,-45.5371805,-22.9950076
12086,-46.3757375,-23.945102
12100,-45.633405,-23.0307267
12115,-45.2019974,-22.8009547
12120,-45.5471122,-22.9661695
12121,-43.32987245,-22.8818023
12127,-44.9453584,-22.5771433
12130,-45.1918789,-23.0894538
12131,-45.874688,-23.225298
12133,-43.3284225,-22.8812382
12140,-45.30848,-23.2239336
12151,-45.1793657,-22.8072116
12170,-45.53291995,-23.27361665
12180,-45.4394455,-23.37987715
12200,-45.8890933,-23.1372817
12201,-48.5647321,-22.2919655
12204,-45.8135095,-23.166258
12206,-45.7758567,-23.21739
12209,-45.8859855,-23.1753265
12210,-45.8843525,-23.1832685
12211,-45.8913014,-23.1714392
12212,-45.8980165,-23.159201
12213,-45.911308,-23.1491498
12214,-45.915559,-23.1638341
12215,-45.8743745,-23.181683
12216,-45.8759616,-23.188694
12217,-45.914708,-23.247837
12220,-45.848041,-23.181084
12221,-45.8477185,-23.172699
12222,-45.80979,-23.173519
12223,-45.8320656,-23.1791111
12224,-45.8233318,-23.1746713
12225,-45.8066393,-23.1832401
12226,-45.795806,-23.2204145
12227,-45.857171,-23.210895
12228,-45.8315033,-23.2452691
12229,-45.8673577,-23.2664972
12230,-45.8851304,-23.2268901
12231,-45.8811263,-23.2265863
12232,-45.8865774,-23.2581015
12233,-45.8869715,-23.2619605
12234,-45.8955866,-23.2830395
12235,-45.8942353,-23.2321224
12236,-45.8971075,-23.2572505
12237,-45.911408,-23.2397735
12238,-45.912724,-23.256278
12239,-45.8928877,-23.2668396
12240,-45.919286,-23.2269525
12241,-45.9235532,-23.2256495
12242,-45.897708,-23.196547
12243,-45.895635,-23.2002695
12244,-45.943834,-23.2032906
12245,-45.8896522,-23.1977775
12246,-45.9053885,-23.215739
12247,-45.784966,-23.1432305
12248,-45.8011495,-23.172662
12249,-45.9594957,-22.9118936
12250,-45.8383357,-22.9568435
12253,-45.1494062,-22.7924661
12260,-45.6624845,-23.3902106
12270,-45.694913,-23.2597261
12273,-46.9744685,-22.929188
12274,-46.9827241,-22.9691656
12280,-45.7175985,-23.1113291
12281,-45.70463,-23.1021994
12282,-45.69797205,-23.1062484
12283,-45.6446154,-23.1196618
12284,-45.7144635,-23.1429501
12285,-45.7097494,-23.1188633
12286,-45.799803350000005,-23.1476467
12287,-45.7110266,-23.1079147
12288,-45.7126827,-23.0941153
12289,-45.7101742,-23.071934
12290,-45.7070968,-23.0432241
12291,-45.72375505,-23.0752137
12294,-45.7009962,-23.06614315
12295,-45.7242533,-23.1925567
12297,-45.6907133,-23.0852267
12300,-46.0288067,-23.2855567
12302,-45.9126117,-23.2857783
12308,-45.1321082,-22.7452272
12315,-45.92241,-23.333735
12319,-45.97447,-23.3264133
12320,-47.2934134,-23.2062249
12323,-45.982135,-23.3479375
12324,-47.3080631,-23.2028712
12328,-45.962515,-23.27933915
12330,-46.04533085,-23.26856835
12331,-45.885332,-23.20656
12333,-46.091485,-23.2416233
12335,-45.9741083,-23.2699417
12340,-46.03874335,-23.36803585
12341,-46.03039835,-23.359235
12343,-45.8968865,-23.206859
12345,-40.6681701,-3.83621245
12348,-45.891099,-23.2846885
12350,-46.1546813,-23.2050717
12380,-45.8859642,-23.4003167
12387,-45.710522,-23.1066969
12400,-45.4647133,-22.918907
12401,-45.4631514,-22.9226476
12402,-45.4457097,-22.9152186
12403,-45.4518497,-22.9227432
12404,-45.4286998,-22.9168853
12405,-45.438565,-22.9208916
12408,-47.6884157,-22.6703906
12410,-45.490135,-22.966495
12411,-45.4117232,-22.9502823
12412,-45.4556852,-22.9419305
12413,-45.4229774,-22.9429239
12414,-45.4087261,-22.9439017
12415,-45.4218276,-22.9491593
12420,-47.6179825,-22.7251201
12421,-45.4863262,-22.9542196
12422,-45.4643944,-22.943627
12423,-47.579669,-22.7584021
12424,-45.4902974,-22.9585774
12425,-45.4715911,-22.9295203
12426,-45.50188325,-22.949491
12429,-45.469132,-22.9404307
12432,-47.79083,-22.658494
12440,-45.3726629,-22.9418701
12441,-45.3988343,-22.9261197
12442,-45.3953789,-22.9461867
12443,-45.3676843,-22.8994853
12444,-45.3818676,-22.8957515
12445,-45.384643,-22.890903
12446,-45.3693285,-22.8918723
12450,-45.6713138,-22.8244709
12460,-45.587649,-22.7393881
12480,-47.403446,-22.573403
12482,-47.4212,-22.586365
12483,-47.451689,-22.5689245
12490,-45.7315027,-22.6899897
12492,-46.5636885,-23.118258
12493,-46.5714575,-23.1233755
12497,-46.5668472,-23.1442464
12500,-45.1880914,-22.7979955
12501,-45.1944423,-22.8197443
12502,-45.1798471,-22.8138789
12503,-45.1961353,-22.8296229
12504,-45.2045702,-22.8233078
12505,-45.1972685,-22.8155641
12506,-45.2100981,-22.8064535
12507,-45.2392612,-22.806782
12508,-45.2207353,-22.8007821
12509,-45.2166915,-22.7990691
12510,-45.2226268,-22.7891361
12511,-45.2110668,-22.7930039
12512,-45.2079553,-22.7704924
12513,-45.1981305,-22.7800714
12514,-45.1957186,-22.785529
12515,-45.1952738,-22.8088425
12516,-45.192846,-22.7984013
12517,-45.1798276,-22.8043849
12518,-45.1866812,-22.7870166
12519,-45.1811778,-22.782243
12520,-45.1794197,-22.8117801
12521,-45.1663766,-22.7827846
12522,-45.1587121,-22.7791644
12523,-45.1518983,-22.7848066
12524,-45.158179,-22.803074
12525,-45.2574864,-22.8360599
12530,-44.9389083,-23.0462492
12547,-47.4034139,-22.5478255
12555,-45.3801004,-22.8973873
12570,-45.2309048,-22.8468325
12580,-45.3059529,-22.894996
12592,-46.5783961,-23.1035833
12600,-45.1202402,-22.741466
12601,-45.1317383,-22.7383978
12602,-45.1212745,-22.7242934
12603,-45.1124111,-22.7255441
12604,-45.1171741,-22.7325773
12605,-45.1007075,-22.7377638
12606,-45.1138717,-22.7397568
12607,-45.1154463,-22.7436103
12608,-45.1238404,-22.736992
12609,-45.1209668,-22.7499246
12610,-45.1264521,-22.75771
12612,-45.0976455,-22.7399083
12615,-45.0536735,-22.7035535
12620,-45.1836368,-22.6089983
12630,-45.0104828,-22.6679602
12673,-45.435999,-23.639807
12690,-44.8535086,-22.6674372
12693,-45.1129494,-22.7140066
12698,-45.1180448,-22.7432392
12700,-44.9558129,-22.5759403
12701,-44.9597543,-22.5781601
12702,-44.9667811,-22.5858888
12703,-44.9726094,-22.5840483
12704,-44.9853459,-22.5800606
